Client_ID,Age,Sexe,Revenu_Annuel,Fréquence_Achat,Montant_Total_Dépensé,Type_Produit_Principal,Durée_Client,Visites_Mensuelles,Panier_Moyen,Reduction_Utilisee,Satisfaction_Client
2404,25,Femme,100391.0,14,5827.61,Electronique,9,10,193.75,Non,1.0
2405,63,Femme,127412.0,16,5043.27,Beauté,14,8,189.54,Non,6.0
2406,31,Homme,114924.0,23,13727.43,Electronique,10,10,383.32,Non,6.0
2407,27,Femme,26458.0,20,38168.7,Beauté,9,11,394.42,Oui,8.0
2408,19,Femme,55524.0,13,10908.05,Beauté,7,17,26.91,Non,3.0
2409,63,Femme,26853.0,15,197298.9,Maison,14,11,89.02,Oui,5.0
2410,26,Homme,60477.0,12,8704.41,Maison,10,16,122.29,Non,10.0
2411,20,Femme,52222.0,9,12873.27,Vêtements,4,5,188.77,Non,5.0
2412,38,Homme,38320.0,26,19390.5,Sport,8,10,159.9,Oui,8.0
2413,43,Homme,114154.0,18,2839.02,Alimentation,10,5,340.89,Oui,7.0
2414,25,Homme,72243.0,21,8430.28,Electronique,3,9,417.5,Non,3.0
2415,65,Homme,65615.0,14,17018.83,Beauté,3,3,112.2,Non,7.0
2416,19,Homme,37352.0,20,18652.88,Electronique,12,3,290.23,Oui,10.0
2417,23,Femme,92833.0,25,12064.6,Sport,7,10,196.55,Oui,8.0
2418,45,Homme,113476.0,4,2954.07,Sport,13,7,262.77,Non,5.0
2419,46,Homme,134560.0,8,18039.28,Alimentation,11,2,317.96,Oui,5.0
2420,43,Homme,23203.0,8,35714.899999999994,Alimentation,12,8,448.93,Oui,1.0
2421,42,Femme,59267.0,22,7122.27,Beauté,9,12,112.3,Oui,8.0
2422,29,Femme,57941.0,22,7572.61,Maison,13,9,61.76,Oui,6.0
2423,22,Femme,102809.0,16,9001.1,Alimentation,11,11,321.06,Oui,6.0
2424,51,Femme,45368.0,27,15824.3,Maison,4,19,209.18,Non,5.0
2425,65,Homme,97186.0,24,16062.67,Maison,4,17,98.19,Non,5.0
2426,54,Homme,50984.0,28,14421.14,Beauté,1,13,76.2,Non,3.0
2427,32,Femme,61941.0,29,540.36,Vêtements,1,1,288.28,Non,3.0
2428,61,Femme,92918.0,28,11340.42,Maison,13,1,164.23,Non,2.0
2429,53,Femme,72683.0,10,14975.11,Beauté,14,8,498.76,Non,9.0
2430,32,Femme,146409.0,25,8948.04,Alimentation,3,13,214.83,Oui,8.0
2431,60,Homme,20801.0,21,189042.3,Electronique,12,6,121.9,Oui,3.0
2432,65,Femme,126538.0,27,16493.83,Alimentation,13,3,321.85,Oui,5.0
2433,40,Femme,132201.0,17,12799.29,Sport,7,16,137.24,Non,10.0
2434,23,Femme,67965.0,1,1342.26,Alimentation,13,10,257.16,Oui,5.0
2435,63,Femme,105269.0,18,13081.69,Vêtements,9,7,251.64,Oui,8.0
2436,67,Femme,142693.0,10,18240.43,Beauté,4,3,237.71,Oui,6.0
2437,61,Femme,29969.0,26,76509.6,Maison,2,14,402.12,Oui,7.0
2438,60,Femme,55969.0,21,16778.84,Sport,6,16,123.97,Oui,5.0
2439,62,Homme,102269.0,4,6331.91,Beauté,6,4,454.07,Non,1.0
2440,38,Homme,52449.0,1,11445.06,Beauté,9,13,399.84,Non,8.0
2441,40,Homme,111679.0,4,13003.65,Maison,4,1,179.9,Oui,4.0
2442,60,Homme,45705.0,4,13592.1,Alimentation,8,5,106.69,Oui,5.0
2443,33,Homme,80303.0,26,17662.73,Electronique,13,18,154.18,Non,1.0
2444,64,Homme,48363.0,4,4768.98,Sport,14,12,179.67,Non,3.0
2445,32,Femme,50720.0,17,5321.15,Maison,13,11,287.33,Oui,2.0
2446,42,Femme,29972.0,9,141104.2,Vêtements,3,9,42.26,Oui,2.0
2447,53,Homme,53351.0,19,3626.16,Vêtements,2,7,458.89,Non,1.0
2448,28,Femme,131023.0,13,9338.98,Electronique,9,14,67.36,Non,6.0
2449,68,Homme,56145.0,4,498.68,Electronique,6,3,154.05,Oui,8.0
2450,32,Femme,107948.0,5,2905.49,Alimentation,11,16,72.46,Oui,3.0
2451,21,Femme,109614.0,29,13609.04,Vêtements,8,7,143.2,Non,1.0
2452,38,Femme,108116.0,13,14974.49,Sport,11,1,422.08,Oui,10.0
2453,30,Femme,76235.0,23,2394.85,Maison,10,6,315.28,Non,2.0
2454,39,Femme,34855.0,16,4631.42,Electronique,9,6,129.12,Oui,3.0
2455,36,Femme,56169.0,22,2068.2,Electronique,1,10,438.44,Oui,6.0
2456,51,Homme,66404.0,5,8724.92,Electronique,13,12,404.34,Non,3.0
2457,31,Homme,39569.0,8,2609.71,Maison,1,19,381.75,Oui,9.0
2458,21,Femme,145074.0,16,8802.19,Sport,11,6,426.86,Oui,1.0
2459,65,Homme,149006.0,1,14668.76,Vêtements,5,14,317.43,Non,7.0
2460,69,Femme,74437.0,23,13699.43,Sport,9,3,260.69,Non,10.0
2461,63,Homme,68506.0,28,5681.16,Maison,7,10,199.49,Non,8.0
2462,44,Femme,45738.0,6,13507.87,Sport,7,9,127.41,Oui,9.0
2463,46,Homme,26772.0,11,185614.7,Alimentation,2,19,287.56,Non,8.0
2464,64,Femme,110410.0,16,7015.74,Maison,3,15,446.96,Non,5.0
2465,45,Homme,39731.0,5,6649.47,Electronique,4,9,305.11,Non,1.0
2466,52,Femme,30131.0,16,11471.63,Vêtements,2,19,461.41,Non,1.0
2467,25,Homme,86324.0,7,4985.49,Alimentation,10,8,191.32,Oui,8.0
2468,33,Femme,74097.0,19,13066.42,Alimentation,9,4,353.67,Non,7.0
2469,59,Femme,101720.0,1,16662.01,Maison,5,5,331.36,Oui,5.0
2470,53,Femme,116433.0,9,9240.44,Beauté,13,19,341.81,Oui,10.0
2471,47,Homme,22889.0,18,136222.0,Electronique,7,14,329.62,Non,3.0
2472,35,Homme,29569.0,13,130725.20000000001,Vêtements,11,18,126.39,Non,9.0
2473,19,Homme,107193.0,26,869.44,Vêtements,9,19,88.92,Non,4.0
2474,66,Femme,95677.0,15,3749.98,Vêtements,5,6,489.74,Oui,6.0
2475,30,Homme,105192.0,3,17881.25,Maison,6,5,41.74,Non,4.0
2476,21,Femme,143757.0,24,18783.95,Electronique,4,11,244.51,Non,9.0
2477,43,Homme,107154.0,28,15630.75,Maison,14,5,224.04,Non,4.0
2478,42,Homme,97470.0,10,18432.84,Vêtements,8,8,192.81,Oui,8.0
2479,47,Homme,128073.0,9,6192.36,Sport,1,5,395.35,Non,3.0
2480,28,Homme,108822.0,13,5029.45,Sport,1,11,377.77,Oui,8.0
2481,24,Femme,146019.0,16,7747.57,Electronique,5,13,454.51,Oui,3.0
2482,48,Homme,27612.0,3,12013.099999999999,Vêtements,10,6,209.83,Oui,5.0
2483,61,Homme,71644.0,22,16216.45,Maison,9,5,290.81,Non,1.0
2484,27,Femme,52069.0,23,19685.09,Beauté,2,18,448.31,Non,6.0
2485,56,Femme,101741.0,15,16498.18,Beauté,11,10,497.05,Oui,2.0
2486,30,Homme,47331.0,17,11144.01,Beauté,3,16,485.26,Non,3.0
2487,48,Homme,75897.0,14,5976.11,Sport,8,14,364.57,Oui,1.0
2488,24,Femme,33934.0,7,4034.19,Maison,5,15,88.75,Non,6.0
2489,66,Femme,30095.0,20,7344.85,Beauté,3,3,31.13,Non,5.0
2490,59,Femme,111494.0,16,13372.69,Vêtements,6,3,416.1,Non,10.0
2491,59,Homme,122544.0,21,8996.52,Vêtements,6,12,423.65,Oui,2.0
2492,53,Homme,,8,18687.79,Beauté,14,15,378.25,Non,8.0
2493,37,Homme,63516.0,4,17098.98,Alimentation,5,11,154.36,Oui,9.0
2494,21,Femme,123602.0,20,2137.77,Beauté,5,10,327.11,Non,3.0
2495,24,Femme,117008.0,24,2717.35,Alimentation,6,15,171.8,Non,6.0
2496,18,Femme,,15,13557.16,Electronique,2,18,236.31,Non,6.0
2497,61,Homme,66910.0,5,4692.29,Electronique,6,14,203.57,Non,10.0
2498,62,Femme,108540.0,13,15841.49,Vêtements,2,6,458.55,Oui,6.0
2499,59,Homme,144746.0,6,11868.03,Maison,3,14,132.4,Oui,8.0
2500,64,Femme,40431.0,28,4673.63,Sport,2,16,297.25,Non,5.0
2501,30,Homme,76733.0,27,9625.87,Maison,1,2,193.27,Oui,10.0
2502,39,Homme,60088.0,5,8180.92,Vêtements,12,19,338.27,Oui,10.0
2503,38,Femme,64135.0,17,17475.87,Vêtements,1,5,290.99,Oui,8.0
2504,39,Homme,135786.0,7,740.03,Maison,9,11,463.51,Non,3.0
2505,45,Femme,58015.0,6,17927.29,Sport,13,11,68.77,Non,7.0
2506,26,Homme,120038.0,2,13076.45,Vêtements,4,19,125.91,Non,1.0
2507,43,Femme,51385.0,11,14777.01,Sport,5,18,387.85,Non,4.0
2508,26,Femme,90199.0,7,151.89,Vêtements,10,8,197.02,Oui,5.0
2509,32,Homme,58677.0,22,12601.96,Electronique,14,12,99.58,Oui,7.0
2510,27,Femme,138104.0,21,11810.87,Alimentation,7,9,261.59,Non,6.0
2511,41,Homme,32818.0,8,10790.39,Vêtements,2,3,333.03,Non,6.0
2512,59,Femme,108222.0,5,15738.75,Alimentation,12,6,41.52,Non,2.0
2513,25,Femme,83001.0,27,11161.83,Beauté,11,1,159.98,Oui,2.0
2514,41,Femme,43977.0,18,17156.23,Vêtements,10,17,408.52,Non,2.0
2515,33,Femme,69832.0,22,4729.37,Electronique,9,3,269.72,Non,10.0
2516,66,Homme,60931.0,16,16139.05,Sport,12,18,36.98,Non,8.0
2517,43,Femme,103990.0,14,3668.32,Electronique,4,18,155.34,Oui,7.0
2518,44,Femme,98894.0,12,16281.04,Alimentation,10,2,326.79,Non,1.0
2519,54,Homme,92204.0,17,18815.22,Sport,10,4,115.69,Oui,9.0
2520,21,Homme,65784.0,5,6780.31,Electronique,13,1,417.15,Non,8.0
2521,67,Homme,126305.0,14,10644.74,Electronique,13,10,344.76,Non,9.0
2522,41,Homme,29921.0,6,132007.5,Electronique,1,5,246.26,Non,4.0
2523,36,Homme,54959.0,15,1681.49,Maison,8,5,459.5,Oui,5.0
2524,53,Homme,52328.0,7,9932.21,Sport,4,9,208.06,Non,5.0
2525,56,Femme,28859.0,14,72756.40000000001,Electronique,7,14,132.84,Oui,9.0
2526,27,Homme,144492.0,18,17461.87,Electronique,3,13,337.47,Non,8.0
2527,42,Femme,109506.0,1,17545.92,Alimentation,11,13,295.18,Oui,10.0
2528,35,Homme,94408.0,6,14045.51,Electronique,12,1,180.92,Non,6.0
2529,36,Femme,143852.0,3,13148.92,Electronique,9,17,184.96,Non,10.0
2530,53,Femme,104766.0,5,14700.4,Beauté,13,8,211.14,Oui,10.0
2531,27,Femme,46708.0,12,7383.14,Sport,5,3,159.75,Oui,1.0
2532,50,Homme,38847.0,11,8149.93,Beauté,5,17,360.92,Non,
2533,67,Homme,75989.0,13,11118.72,Maison,3,12,332.65,Non,9.0
2534,22,Homme,,16,18766.76,Alimentation,11,18,231.57,Non,4.0
2535,64,Homme,145383.0,18,14507.6,Beauté,9,14,210.97,Oui,4.0
2536,66,Femme,24922.0,17,110646.90000000001,Maison,3,11,195.22,Non,5.0
2537,52,Homme,89928.0,17,15431.22,Vêtements,2,16,156.06,Oui,8.0
2538,61,Femme,72335.0,29,7480.72,Sport,11,4,61.13,Oui,5.0
2539,51,Femme,146913.0,11,14636.29,Electronique,13,18,148.74,Oui,4.0
2540,50,Homme,33541.0,20,8272.46,Beauté,9,7,174.18,Non,8.0
2541,38,Homme,39551.0,10,5665.26,Electro,12,11,282.89,Non,5.0
2542,34,Homme,39381.0,29,12233.51,Electronique,12,16,391.42,Non,8.0
2543,39,Femme,133319.0,16,13768.86,Electronique,9,16,209.94,Non,1.0
2544,65,Homme,75673.0,2,9239.94,Alimentation,10,3,473.48,Oui,3.0
2545,54,Femme,121531.0,17,11353.46,Beauté,12,9,417.13,Non,7.0
2546,32,Homme,42948.0,22,13911.91,Beauté,13,8,492.7,Oui,1.0
2547,52,Femme,112264.0,20,15377.43,Vêtements,4,7,440.58,Oui,5.0
2548,45,Homme,79072.0,10,17921.87,Maison,4,17,316.03,Oui,6.0
2549,24,Homme,87560.0,13,7155.43,Vêtements,13,11,307.27,Non,1.0
2550,49,Femme,102249.0,12,19034.4,Beauté,11,4,82.17,Non,7.0
2551,28,Homme,22486.0,15,127818.70000000001,Vêtements,10,4,366.75,Non,9.0
2552,27,Homme,86691.0,7,15775.27,Beauté,13,5,308.1,Oui,
2553,26,Homme,30082.0,27,14025.4,Sport,13,8,263.33,Oui,3.0
2554,31,Homme,122781.0,22,4190.88,Alimentation,6,10,352.78,Non,4.0
2555,30,Homme,,21,1521.62,Vêtements,9,17,233.14,Oui,1.0
2556,42,Homme,27086.0,26,145531.0,Beauté,8,6,271.45,Oui,4.0
2557,19,Homme,147818.0,28,10269.95,Vêtements,10,9,211.21,Oui,5.0
2558,52,Femme,87853.0,13,14074.05,Maison,3,10,364.34,Non,7.0
2559,24,Femme,121925.0,12,9589.17,Alimentation,6,8,440.77,Non,5.0
2560,38,Homme,90027.0,12,6313.47,Sport,13,15,423.61,Non,8.0
2561,35,Homme,35916.0,28,5771.86,Electronique,7,18,397.29,Oui,7.0
2562,20,Homme,35248.0,2,14637.59,Electronique,6,5,26.62,Non,1.0
2563,59,Femme,88047.0,5,5607.92,Vêtements,3,18,457.7,Non,2.0
2564,56,Femme,44226.0,25,14322.07,Beauté,14,1,151.94,Oui,7.0
2565,58,Homme,45025.0,25,7740.81,Maison,14,2,446.23,Oui,3.0
2566,66,Femme,127850.0,2,15440.88,Alimentation,14,10,114.54,Non,2.0
2567,28,Homme,68380.0,23,2941.92,Sport,13,6,231.03,Non,9.0
2568,56,Homme,27848.0,26,41791.0,Sport,13,19,379.71,Non,10.0
2569,41,Homme,34274.0,20,13749.64,Sport,9,11,327.33,Oui,8.0
2570,63,Homme,140092.0,13,11248.6,Electronique,4,18,219.64,Non,8.0
2571,36,Femme,74545.0,29,4157.18,Alimentation,2,16,345.74,Oui,3.0
2572,21,Femme,149043.0,3,18066.26,Electronique,9,8,283.5,Non,10.0
2573,43,Homme,116494.0,11,5591.29,Vêtements,3,4,152.35,Non,9.0
2574,55,Femme,135981.0,16,8479.32,Sport,6,11,330.24,Oui,8.0
2575,59,Femme,55233.0,1,4125.53,Alimentation,5,10,118.04,Non,2.0
2576,49,Homme,36304.0,19,7821.75,Sport,14,16,353.11,Oui,7.0
2577,56,Femme,133973.0,11,9883.77,Electronique,13,12,21.49,Non,8.0
2578,62,Homme,31294.0,9,5975.42,Electronique,2,3,283.41,Non,7.0
2579,63,Homme,46425.0,14,15404.96,Electronique,1,11,212.51,Non,9.0
2580,53,Homme,88711.0,9,7939.27,Sport,9,16,165.49,Non,7.0
2581,57,Homme,126153.0,7,14617.25,Alimentation,3,3,267.54,Non,7.0
2582,54,Femme,130777.0,16,4220.74,Alimentation,7,10,329.75,Oui,1.0
2583,50,Homme,113311.0,3,7603.01,Vêtements,9,16,483.35,Non,2.0
2584,53,Femme,29425.0,29,2603.6000000000004,Sport,9,7,419.87,Non,5.0
2585,20,Homme,111549.0,19,15196.89,Vêtements,12,15,364.23,Oui,1.0
2586,26,Homne,113464.0,4,12555.14,Maison,10,15,249.9,Non,10.0
2587,25,Femme,64990.0,7,16374.68,Vêtements,6,10,208.23,Oui,7.0
2588,50,Homme,126748.0,23,9166.65,Vêtements,8,3,35.61,Non,5.0
2589,23,Femme,,28,16014.84,Vêtements,9,6,192.37,Non,
2590,58,Femme,88295.0,12,12986.89,Electronique,3,18,427.22,Oui,8.0
2591,56,Homme,36091.0,18,171.9,Maison,6,5,204.33,Oui,9.0
2592,21,Homme,139943.0,28,5148.52,Vêtements,5,16,241.56,Non,10.0
2593,30,Homme,143102.0,5,9928.44,Alimentation,7,13,150.48,Oui,1.0
2594,66,Homme,20002.0,23,124118.79999999999,Vêtements,7,3,151.58,Non,10.0
2595,19,Homme,142818.0,23,1405.26,Electronique,9,15,49.7,Oui,4.0
2596,22,Homme,70411.0,22,14131.09,Beauté,1,6,314.63,Oui,
2597,61,Femme,60958.0,26,10916.37,Maison,6,4,235.07,Oui,9.0
2598,44,Femme,147829.0,10,10563.01,Beauté,5,15,310.86,Oui,9.0
2599,49,Homme,115696.0,12,5911.71,Beauté,4,18,282.51,Oui,1.0
2600,38,Femme,40707.0,8,11936.98,Electro,10,9,403.45,Non,3.0
2601,25,Femme,35248.0,19,647.11,Sport,12,4,380.49,Non,10.0
2602,55,Homme,91309.0,15,1387.54,Alimentation,11,16,390.3,Oui,8.0
2603,25,Homme,98322.0,1,14704.01,Electronique,14,18,259.63,Non,
2604,67,Femme,71720.0,3,6505.64,Maison,1,5,189.86,Oui,2.0
2605,20,Homme,35037.0,27,7004.64,Beauté,4,13,468.05,Non,2.0
2606,61,Femme,87421.0,18,4246.87,Electronique,10,6,46.05,Oui,5.0
2607,20,Homme,125364.0,18,8967.85,Electronique,11,19,93.26,Oui,9.0
2608,39,Femme,101867.0,2,1134.67,Sport,7,12,221.41,Non,7.0
2609,23,Femme,60612.0,5,6077.23,Beauté,4,15,314.7,Oui,7.0
2610,19,Femme,108031.0,29,10589.77,Vêtements,1,9,23.94,Non,2.0
2611,40,Femme,33450.0,1,9366.08,Electronique,10,7,365.27,Oui,2.0
2612,61,Homme,29491.0,10,199934.3,Beauté,1,14,288.19,Oui,5.0
2613,19,Homme,137026.0,20,7836.42,Electronique,1,19,252.66,Oui,7.0
2614,55,Femme,94804.0,10,7801.28,Sport,11,16,223.28,Non,7.0
2615,34,Femme,138446.0,5,10121.28,Sport,10,4,269.35,Oui,9.0
2616,52,Homme,113293.0,18,3887.03,Vêtements,5,12,97.66,Non,3.0
2617,51,Homme,139498.0,21,17538.46,Sport,7,18,72.18,Non,1.0
2618,40,Femme,127443.0,26,11488.13,Beauté,9,8,159.03,Non,9.0
4637,47,Femme,26791.0,15,39229.4,Maison,8,17,360.56,Non,1.0
2620,69,Femme,125475.0,20,15889.49,Sport,2,3,302.38,Oui,8.0
2621,25,Femme,48314.0,8,783.21,Maison,9,4,250.46,Oui,5.0
2622,39,Femme,71883.0,17,19653.03,Vêtements,4,10,294.33,Oui,8.0
2623,61,Homme,114119.0,12,17316.47,Electro,12,16,288.44,Oui,7.0
2624,53,Femme,135557.0,21,11634.83,Electronique,10,2,167.38,Non,9.0
2625,22,Homme,107086.0,27,2314.78,Electronique,11,12,66.78,Non,2.0
2626,30,Homme,85629.0,12,4383.93,Beauté,5,16,450.46,Non,9.0
2627,46,Homme,121291.0,26,5660.76,Vêtements,12,10,307.96,Oui,10.0
2628,48,Femme,131151.0,1,4896.53,Vêtements,11,5,354.92,Non,5.0
2629,64,Homme,29967.0,26,100006.5,Vêtements,5,12,242.72,Non,5.0
2630,33,Homme,101754.0,26,18896.75,Electronique,4,3,383.11,Oui,1.0
2631,59,Homme,63220.0,4,8939.03,Sport,13,12,300.56,Oui,6.0
2632,47,Homme,94163.0,8,13265.13,Electronique,6,1,45.82,Oui,10.0
2633,33,Femme,24947.0,1,138028.1,Electronique,1,2,447.25,Oui,10.0
2634,29,Femme,59419.0,27,17444.46,Electronique,2,11,166.66,Oui,10.0
2635,34,Homme,,15,773.04,Sport,4,12,86.19,Oui,10.0
2636,33,Homme,108714.0,18,8146.17,Alimentation,4,7,62.26,Oui,3.0
2637,29,Femme,48876.0,1,15716.23,Beauté,8,1,365.81,Non,10.0
2638,25,Femme,108444.0,11,16315.85,Alimentation,9,13,357.9,Non,3.0
2639,37,Femme,121448.0,23,18553.92,Alimentation,12,13,356.08,Non,3.0
2640,20,Homme,39971.0,2,14085.61,Electronique,4,2,459.56,Oui,4.0
2641,33,Femme,82539.0,1,4978.56,Alimentation,6,10,187.49,Oui,9.0
2642,47,Homme,118120.0,12,10162.75,Electronique,4,1,289.34,Non,
2643,62,Homme,69228.0,16,743.67,Electronique,4,7,317.36,Oui,6.0
2644,40,Femme,143695.0,22,12973.87,Beauté,12,13,490.15,Non,8.0
2645,45,Homme,94495.0,22,11130.47,Vêtements,11,2,169.93,Oui,8.0
2646,68,Femme,141241.0,10,13370.04,Electronique,12,7,479.04,Non,1.0
2647,57,Homme,48261.0,18,18609.8,Alimentation,9,17,91.39,Non,9.0
2648,22,Femme,126601.0,15,13776.8,Beauté,14,5,386.72,Oui,1.0
2649,37,Homme,81260.0,17,6476.95,Maison,4,11,323.79,Oui,2.0
2650,57,Homme,124998.0,10,4054.86,Maison,13,11,412.11,Oui,
2651,61,Femme,101371.0,3,17107.26,Maison,6,11,33.77,Oui,7.0
2652,18,Femme,104793.0,26,3967.21,Alimentation,14,17,57.5,Non,10.0
2653,47,Femme,23346.0,21,33160.3,Vêtements,13,19,53.45,Non,1.0
2654,38,Femme,116343.0,16,4211.58,Sport,9,8,304.62,Non,3.0
2655,37,Homme,115954.0,6,10225.93,Vêtements,3,14,309.41,Non,1.0
2656,23,Femme,76176.0,3,2571.33,Beauté,7,10,454.93,Non,5.0
2657,39,Femme,72300.0,9,18768.55,Vêtements,7,7,244.45,Non,4.0
2658,35,Homme,31340.0,11,19328.45,Maison,1,2,52.66,Oui,8.0
2659,25,Femme,144345.0,21,19478.66,Vêtements,11,17,120.57,Non,9.0
2660,56,Femme,145467.0,13,878.58,Beauté,2,1,23.88,Oui,4.0
2661,49,Homme,53012.0,18,18929.33,Beauté,5,13,392.82,Non,3.0
2662,50,Femme,55393.0,26,19948.56,Maison,8,19,411.49,Oui,4.0
2663,33,Femme,122153.0,22,18854.34,Alimentation,6,14,499.01,Oui,3.0
2664,29,Femme,95133.0,28,13451.68,Electronique,14,18,217.85,Non,6.0
2665,55,Femme,45557.0,24,14054.48,Sport,14,14,29.26,Oui,1.0
2666,69,Femme,84204.0,27,2532.83,Sport,13,15,132.67,Non,2.0
2667,51,Femme,93273.0,22,17498.51,Maison,13,14,302.13,Oui,8.0
2668,31,Homme,132328.0,4,1286.83,Sport,7,5,481.73,Non,3.0
2669,53,Femme,130304.0,22,6422.84,Vêtements,3,16,69.72,Oui,4.0
2670,50,Homme,126637.0,24,19823.92,Beauté,6,5,78.36,Non,1.0
2671,40,Homme,37276.0,8,8504.32,Beauté,9,13,356.84,Non,3.0
2672,67,Homme,74639.0,13,2710.01,Maison,3,16,340.26,Non,1.0
2673,62,Homme,141939.0,10,19388.96,Beauté,14,15,140.24,Oui,10.0
2674,19,Femme,27310.0,2,196843.80000000002,Electronique,13,5,410.31,Non,5.0
2675,58,Femme,55167.0,8,3822.15,Beauté,13,6,81.81,Non,1.0
2676,38,Femme,122944.0,6,17309.6,Beauté,13,13,464.36,Non,
2677,19,Homme,104880.0,16,7869.42,Vêtements,6,16,116.5,Non,7.0
2678,44,Femme,30391.0,18,7689.23,Alimentation,7,10,59.05,Oui,8.0
2679,26,Femme,142013.0,17,5327.68,Sport,5,2,182.97,Oui,9.0
2680,18,Femme,70621.0,6,989.73,Vêtements,10,13,110.16,Oui,10.0
2681,28,Homme,30892.0,13,5433.38,Vêtements,13,17,272.93,Non,8.0
2682,20,Homme,96733.0,23,1170.16,Vêtements,8,1,349.69,Oui,3.0
2683,69,Femme,98586.0,14,18495.0,Sport,8,4,255.64,Oui,7.0
2684,40,Homme,56142.0,26,13268.24,Maison,6,18,337.09,Oui,7.0
2685,43,Homme,65679.0,21,17743.79,Vêtements,7,6,195.16,Oui,7.0
2686,21,Femme,61615.0,10,14374.08,Alimentation,3,12,33.4,Oui,8.0
2687,35,Homme,67553.0,24,2712.61,Maison,13,13,487.55,Oui,4.0
2688,23,Homme,129264.0,11,18817.57,Beauté,7,2,413.32,Non,6.0
2689,52,Femme,99071.0,13,18007.87,Alimentation,7,17,55.24,Non,2.0
2690,39,Homme,61002.0,12,7026.71,Maison,4,10,235.6,Oui,7.0
2691,60,Homme,128807.0,9,2319.51,Beauté,10,19,324.81,Non,9.0
2692,32,Homme,142611.0,4,14112.68,Beauté,14,5,111.49,Non,5.0
2693,39,Homme,90658.0,7,14594.39,Vêtements,13,12,297.43,Non,4.0
2694,54,Homme,29852.0,24,179469.0,Vêtements,4,18,276.15,Non,2.0
2695,69,Homme,25387.0,29,11478.5,Sport,14,9,119.97,Non,7.0
2696,59,Homme,147571.0,22,2919.91,Electronique,3,11,87.78,Oui,2.0
2697,29,Homme,,2,12005.15,Alimentation,10,4,384.3,Oui,2.0
2698,64,Femme,125935.0,7,12420.72,Sport,7,10,174.84,Non,9.0
2699,66,Femme,59994.0,29,768.83,Sport,5,1,137.14,Oui,2.0
2700,59,Femme,123412.0,9,7998.95,Alimentation,3,2,374.18,Oui,10.0
2701,55,Femme,136912.0,5,11724.82,Maison,6,9,373.31,Oui,3.0
2702,35,Homme,120414.0,15,14784.44,Alimentation,12,18,152.67,Oui,3.0
2703,62,Femme,53725.0,18,6391.4,Beauté,6,16,438.83,Oui,2.0
2704,52,Femme,92682.0,4,9729.68,Electronique,6,14,350.36,Oui,10.0
2705,47,Homme,20560.0,19,162996.9,Maison,2,4,185.97,Oui,3.0
2706,41,Homme,144210.0,20,19082.51,Vêtements,13,2,225.2,Non,9.0
2707,59,Homme,76565.0,26,4683.26,Electronique,11,12,368.82,Non,3.0
2708,47,Homme,21312.0,7,51355.4,Electronique,10,5,121.56,Non,5.0
2709,31,Homme,38205.0,26,18802.38,Vêtements,12,4,245.01,Oui,7.0
2710,23,Femme,145882.0,8,7978.63,Electronique,7,15,333.71,Non,1.0
2711,20,Homme,31595.0,17,14395.13,Maison,13,3,278.96,Oui,1.0
2712,33,Femme,107566.0,13,12284.08,Maison,7,17,312.0,Non,10.0
2713,24,Femme,41329.0,24,5783.19,Maison,10,8,282.18,Non,2.0
2714,69,Homme,123678.0,21,13105.89,Sport,12,12,115.63,Oui,1.0
2715,31,Femme,88187.0,28,13145.76,Sport,4,8,216.9,Non,1.0
2716,26,Femme,148509.0,23,11889.62,Maison,11,5,275.35,Oui,10.0
2717,32,Homme,95542.0,11,2083.25,Vêtements,6,6,394.43,Non,4.0
172,38,Femme,128237.0,27,19903.92,Vêtements,4,5,333.87,Non,10.0
2719,52,Femme,139389.0,1,8068.29,Alimentation,4,8,224.76,Oui,3.0
2720,19,Femme,146688.0,2,12801.19,Alimentation,6,18,487.71,Non,1.0
2721,44,Homme,,17,17726.66,Maison,9,4,71.74,Non,3.0
2722,19,Homme,55645.0,5,8523.44,Electronique,12,4,119.27,Non,1.0
2723,52,Homme,107502.0,6,15501.11,Electronique,13,5,183.83,Non,3.0
2724,35,Femme,113382.0,26,19439.31,Vêtements,7,15,129.71,Non,4.0
2725,31,Homme,107310.0,25,7242.8,Electronique,2,6,320.21,Oui,8.0
2726,37,Femme,89619.0,24,8164.86,Beauté,14,16,38.98,Oui,3.0
2727,35,Homme,53513.0,7,18120.96,Sport,6,14,105.17,Oui,3.0
2728,27,Femme,28749.0,28,32768.9,Electronique,14,14,160.81,Oui,9.0
2729,42,Homme,50783.0,21,669.04,Electronique,5,16,348.01,Oui,9.0
2730,19,Homme,80645.0,15,18186.89,Alimentation,6,4,440.42,Oui,6.0
2731,42,Femme,102861.0,19,16449.67,Beauté,13,11,403.28,Non,10.0
2732,50,Homme,73175.0,16,19454.4,Electronique,8,19,107.4,Oui,4.0
2733,53,Femme,104216.0,25,1258.93,Sport,8,19,291.39,Oui,10.0
2734,48,Homme,82709.0,13,3207.93,Electronique,3,8,34.41,Non,5.0
2735,31,Homme,37323.0,5,2195.72,Vêtements,9,10,169.06,Non,9.0
2736,18,Femme,70762.0,3,13699.98,Beauté,6,5,406.87,Oui,1.0
2737,63,Femme,108220.0,3,12159.6,Electronique,7,16,239.2,Non,7.0
2738,33,Femme,84222.0,19,7250.77,Beauté,9,3,91.97,Non,7.0
